Marque,Model,Année,Kilométrage,Code Postal,Prix
OPEL CROSSLAND,(2) 1.5 DIESEL 120 ELEGANCE AUTOMATIQUE,2022,8 024 km,26,36 630 €
FIAT 500 C,II (2) C 1.2 8V 69 LOUNGE,2017,33 060 km,47,15 060 €
PORSCHE MACAN,3.0 V6 S,2015,138 880 km,17,59 910 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 218I LUXURY,2019,22 119 km,25,29 980 €
RENAULT CAPTUR 2,II 1.0 TCE 90 BUSINESS MY21,2022,107 km,29,21 280 €
PORSCHE 911 TYPE 911,SC 180,1979,296 873 km,33,60 360 €
AUDI A5,2.0 TDI 170 DPF S LINE PLUS,2010,193 166 km,74,14 140 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.6 BLUEHDI 120 S&S ACTIVE BUSINESS EAT6,2017,174 184 km,82,14 370 €
BMW X3 G01,(G01) SDRIVE18DA 150 8CV XLINE,2020,50 712 km,81,45 070 €
BMW X2 F39,(F39) SDRIVE18DA M SPORT,2017,89 680 km,83,30 510 €
LAND ROVER FREELANDER,TD4 SPORT 3P,2007,194 916 km,28,9 420 €
OPEL GRANDLAND X,1.6 HYBRID4 300 11CV 4WD ULTIMATE AUTOMATIQUE,2021,3 789 km,84,42 440 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE BV6,2020,119 km,91,29 140 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2020,6 124 km,13,23 780 €
MINI COUNTRYMAN 2,II COOPER D 150 ALL4 EDITION OAKWOOD BVA8,2019,63 135 km,76,34 920 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,23 515 km,13,19 930 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 2.0 BLUEHDI 180 S&S GT EAT8,2018,69 603 km,18,27 020 €
AUDI Q3 (2E GENERATION),Q3 35 TDI 150 CH S TRONIC 7 ADVANCED,2021,6 423 km,30,52 360 €
SEAT LEON 3,III (2) 1.0 TSI 115 START/STOP STYLE,2020,27 921 km,17,19 280 €
TOYOTA C-HR,(2) 2.0 HYBRIDE 184 COLLECTION,2021,12 186 km,94,32 380 €
RENAULT CAPTUR,(2) 1.3 TCE 130 FAP INTENS,2020,86 061 km,21,16 500 €
BMW X1 F48,(F48) XDRIVE25D SPORT BVA8,2018,117 228 km,31,27 270 €
PEUGEOT 508 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE EAT8,2020,22 177 km,17,33 630 €
AUDI TT 3 RS,III COUPE 2.5 TFSI 400 QUATTRO S TRONIC 7,2017,28 857 km,51,74 080 €
RENAULT CAPTUR 2,II 1.6 E-TECH PLUG-IN 160 INITIALE PARIS,2019,9 181 km,63,31 220 €
BMW SERIE 3 F30,(F30) (2) 318D 150 BUSINESS BVA8,2016,84 791 km,84,22 450 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.6 HYBRID 225 ALLURE E-EAT8,2022,12 947 km,27,43 540 €
MITSUBISHI SPACE STAR 2,II (2) 1.2 MIVEC 71 AS&G RED LINE EDITION CVT,2020,9 638 km,27,17 670 €
NISSAN MICRA 5,V 1.0 IG-T 92 MADE IN FRANCE,2022,18 314 km,54,17 880 €
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 120 S&S TITANIUM,2018,77 816 km,82,21 980 €
CITROEN C4 CACTUS,(2) 1.5 BLUEHDI 100 S&S ORIGINS BV6,2020,58 692 km,47,18 860 €
PEUGEOT 208,(2) 1.5 BLUEHDI 100 S&S ACTIVE 5P,2019,59 378 km,72,15 230 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO CARAT EXCLUSIVE DSG7,2020,56 723 km,77,34 140 €
MERCEDES CLASSE C 5,V 220 D 200 AVANTGARDE LINE 9G-TRONIC,2020,7 080 km,75,62 420 €
MINI MINI 3 5P,III COOPER S 192 BVA7 5P,2019,42 737 km,83,27 070 €
OPEL CORSA 5,V 1.4 90 ENJOY 5P,2018,44 916 km,77,12 850 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 30 TFSI 115 DESIGN,2019,91 800 km,69,18 880 €
TOYOTA YARIS 4,IV 70 VVT-I FRANCE BUSINESS,2020,22 824 km,77,19 500 €
PEUGEOT EXPERT 3 FOURGON,III 2.0 BLUEHDI 150 S&S STANDARD PREMIUM,2018,83 760 km,47,28 780 €
PEUGEOT 508 (2E GENERATION),II 1.6 PURETECH 225 S&S GT EAT8,2020,24 859 km,68,40 660 €
OPEL VIVARO 2,II 1.6 CDTI 120 L1H1 2.7 PACK CLIM +,2019,64 362 km,38,24 620 €
FIAT 500 (2E GENERATION),II (2) 0.9 8V 85 TWINAIR S/S LOUNGE,2018,48 924 km,34,14 480 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE PACK EAT8,2021,1 635 km,91,32 680 €
MERCEDES CLASSE C 4 SW,BREAK 220 D 9G-TRONIC AMG LINE,2022,8 848 km,29,53 740 €
PEUGEOT 208,(2) 1.5 BLUEHDI 100 S&S ACTIVE 5P E6,2018,74 170 km,17,14 970 €
SEAT ARONA,(2) 1.0 ECOTSI 110 S&S STYLE BUSINESS BV6,2022,12 km,31,24 970 €
RENAULT GRAND SCENIC 4,IV 1.6 DCI 160 INITIALE PARIS EDC 5PL,2017,95 744 km,25,23 290 €
VOLVO S60 (3E GENERATION),III T4 190 BUSINESS PLUS GEARTRONC 8,2021,23 911 km,95,41 620 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S ELLE,2020,14 115 km,77,16 770 €
PEUGEOT 508 (2E GENERATION) SW,II SW 1.5 BLUEHDI 130 S&S GT EAT8,2020,8 695 km,13,38 990 €
HYUNDAI I20 (3E GENERATION),III 1.0 T-GDI 100 HYBRID 48V CREATIVE,2022,16 790 km,87,20 760 €
FIAT 500 L,1.3 MULTIJET 95 S/S TREKKING POPSTAR,2015,116 807 km,30,10 680 €
BMW SERIE 5 G30,(G30) 530EA IPERFORMANCE 252 LUXURY,2018,105 179 km,59,31 290 €
PORSCHE PANAMERA,4.8 V8 500 TURBO,2011,62 720 km,69,69 420 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT PACK EAT8,2022,12 km,31,37 930 €
LAND ROVER RANGE ROVER VELAR,2.0 D240 4WD HSE STANDARD AUTO,2017,57 702 km,78,65 880 €
PORSCHE 911,CARRERA 4S CABRIOLET 450 CV PDK,2018,11 811 km,67,187 590 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2018,37 699 km,72,32 980 €
SEAT LEON 3,III (2) 1.6 TDI 115 START/STOP STYLE,2019,37 852 km,28,18 940 €
PEUGEOT PARTNER 3 FOURGON,III 1.5 BLUEHDI 130 S&S STANDARD 650KG PREMIUM,2022,6 102 km,33,26 600 €
AUDI A8 (3E GENERATION),III (2) V6 3.0 TDI 262 CLEAN DIESEL AVUS EXTENDED QUATTRO TIPTRONIC,2018,37 351 km,39,61 980 €
VOLKSWAGEN T-ROC,2.0 TSI 190 FIRST EDITION 4MOTION DSG7,2017,33 794 km,69,38 900 €
TOYOTA YARIS 3,III (2) HYBRID 100H ATTITUDE 5P,2016,104 118 km,78,13 400 €
JEEP WRANGLER 3,III UNLIMITED 2.8 CRD 200 SAHARA AUTO,2016,101 598 km,66,51 330 €
DS DS 3,(2) 1.2 PURETECH 82 DRIVE EFFICIENCY SO CHIC,2018,53 750 km,24,14 870 €
KIA SPORTAGE 4,IV 1.7 CRDI 141 ISG PREMIUM 2WD DCT7,2017,122 823 km,69,25 810 €
ALFA ROMEO GIULIA 2,II 2.0 T 200CH AT8 6C VILLA D'ESTE,2022,1 845 km,92,65 150 €
RENAULT CLIO 4,IV (2) 1.5 DCI 90 INTENS EDC,2020,58 209 km,28,13 800 €
CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 110 VITAMINE,2015,19 791 km,91,14 630 €
PEUGEOT 108,1.0 VTI 72 ALLURE 5P E6,2019,36 515 km,11,9 790 €
AUDI Q5,(2) 2.0 TDI 177 AMBIENTE QUATTRO,2010,94 447 km,55,19 590 €
PORSCHE 911 TYPE 991,(991) 3.8 400 CARRERA 4S PDK,2013,98 070 km,69,94 380 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S URBAN RIDE 5P,2018,25 568 km,13,12 480 €
HYUNDAI I20 (3E GENERATION),III 1.0 T-GDI 100 HY 48V N LINE MICHEL VAILLANT DCT-7,2022,589 km,71,24 120 €
DS DS 3,(2) 1.2 PURETECH 82 SO CHIC,2014,5 253 km,77,14 270 €
CITROEN BERLINGO 3,III TAILLE M 650KG BLUEHDI 100 S&S CLUB,2021,35 704 km,84,25 180 €
MERCEDES CLASSE A 3,III (2) 180 D FASCINATION 7G-DCT,2014,101 944 km,68,22 370 €
MERCEDES CLASSE A 4,IV 200 PROGRESSIVE LINE 7G-DCT,2019,14 218 km,38,32 800 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 120 S&S CROSSWAY EAT6,2018,43 448 km,33,21 970 €
PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK EAT8,2021,11 403 km,78,42 530 €
PORSCHE MACAN,3.0 V6 S DIESEL,2016,85 028 km,69,53 340 €
BMW SERIE 3 G20,(G20) 320DA H 190 M SPORT,2021,26 403 km,95,49 200 €
VOLKSWAGEN TIGUAN,2.0 TDI 140 FAP 8CV SPORTLINE 4MOTION,2012,182 189 km,66,12 630 €
BMW SERIE 1 F40,(F40) 118I 140 LUXURY,2021,36 359 km,83,31 610 €
PEUGEOT 508 (2E GENERATION) SW,II SW 1.6 PURETECH 180 S&S ALLURE EAT8,2019,2 451 km,17,37 030 €
FIAT 500 X,(4) 1.0 FIREFLY TURBO T3 120 SPORT,2023,3 450 km,11,26 430 €
MINI MINI 3 3P,III 1.5 ONE 75 FINITION SALT II,2016,53 958 km,06,15 520 €
MERCEDES CLA 2,II 200 AMG LINE 7G-DCT,2023,7 875 km,75,46 090 €
PEUGEOT 308 (3E GENERATION),1.2 PURETECH 130CH E6.3 S&S ACTIVE,2020,20 080 km,42,21 330 €
BMW SERIE 4 F33 CABRIOLET,(F33) CABRIOLET 420D 184 M SPORT PACK TECHNO BVA8,2016,101 031 km,51,31 570 €
RENAULT SCENIC 4,IV 1.5 DCI 110 ENERGY INTENS EDC,2018,93 636 km,47,19 020 €
LEXUS UX,250H 2WD PREMIUM EDITION,2020,19 115 km,63,41 750 €
AUDI A3 (3E GENERATION) BERLINE,III (2) BERLINE 2.0 TDI 150 S LINE,2015,109 349 km,57,24 380 €
RENAULT CAPTUR,1.2 TCE 120 INTENS EDC,2016,99 157 km,68,13 350 €
FIAT TIPO 2,II 1.6 MULTIJET 120 S/S EASY 5P,2018,125 298 km,31,13 400 €
PEUGEOT BOXER 2,II 2.0 BLUEHDI 130 PREMIUM PACK 333 L2H2,2020,71 911 km,82,33 940 €
MERCEDES CLASSE E 5,V 220 D SPORTLINE 9G-TRONIC,2018,33 369 km,78,43 550 €
FORD FIESTA 6,VI 1.1 75 COOL & CONNECT 5P,2019,20 644 km,21,16 050 €
BMW I3,(2) 120 AH EDITION WINDMILL ATELIER,2022,11 300 km,38,40 560 €
VOLKSWAGEN GOLF 8,VIII 1.5 ETSI OPF 130 R-LINE DSG7,2020,22 252 km,93,36 770 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2019,27 196 km,30,20 830 €
VOLVO V40 (2E GENERATION),II (2) D2 ADBLUE 120 EDITION,2017,27 693 km,06,22 800 €
BMW SERIE 1 F40,(F40) 118D 150 8CV LOUNGE BVA,2020,24 855 km,31,33 960 €
BMW SERIE 1 F40,(F40) 118D 150 8CV LOUNGE BVA,2019,27 500 km,31,37 980 €
RENAULT SCENIC 4,IV 1.5 DCI 110 ENERGY INTENS EDC,2017,46 704 km,77,19 510 €
MERCEDES CLASSE A 4,IV 180 AMG LINE,2020,23 576 km,78,30 990 €
HYUNDAI TUCSON 4,IV 1.6 PHEV 265 HTRAC CREATIVE 4WD AUTO,2022,22 458 km,95,44 400 €
DS DS 4,(2) 1.6 BLUEHDI 120 S&S BUSINESS BV6,2019,145 915 km,47,16 600 €
ALFA ROMEO STELVIO,2.2 DIESEL 210 Q4 VELOCE AT8,2019,18 890 km,10,58 910 €
CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S FEEL EAT8,2022,11 612 km,13,32 860 €
BMW SERIE 1 F40,(F40) 118D 150 M SPORT BVA8,2021,22 744 km,16,41 860 €
RENAULT CAPTUR,(2) 0.9 TCE 90 ENERGY INTENS,2019,70 785 km,33,14 910 €
CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S FEEL EAT6,2017,29 120 km,84,23 620 €
BMW SERIE 3 G20,(G20) 318DA 150 8CV M SPORT,2018,69 925 km,59,37 850 €
FORD FOCUS 4,IV 1.5 ECOBLUE 120 S&S ST LINE,2018,49 886 km,38,20 880 €
RENAULT MEGANE 4,IV 1.5 DCI 110 ENERGY BUSINESS,2017,119 608 km,10,14 250 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,21 704 km,30,18 590 €
LAND ROVER DISCOVERY SPORT,2.0 TD4 150 SE 4WD AUTO,2015,114 737 km,06,26 050 €
AUDI Q3 (2E GENERATION),II 35 TFSI 150 S LINE S TRONIC 7,2020,22 919 km,76,55 440 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,11 684 km,31,21 970 €
MERCEDES CLASSE A 3,III (2) 180 D SENSATION 7G-DCT,2014,101 395 km,47,18 170 €
BMW X5 G05,(G05) XDRIVE30DA 265 M SPORT,2018,58 315 km,51,70 620 €
FORD B-MAX,1.0 ECOBOOST S&S 125 TITANIUM BVM,2018,84 040 km,91,12 180 €
OPEL MOKKA 2,BVA8 1.2 TURBO 130CH GS LINE,2020,3 km,33,29 040 €
CITROEN C4 PICASSO 2,II (2) 2.0 BLUEHDI 150 S&S FEEL EAT6,2018,70 726 km,10,22 680 €
BMW SERIE 5 G30,(G30) 530DA 265 XDRIVE M SPORT,2016,102 245 km,44,38 740 €
BMW X1 F48,(F48) SDRIVE18I BUSINESS BVA6,2016,51 597 km,95,31 690 €
FORD FOCUS 4,IV 1.0 ECOBOOST 125 MHEV ST LINE,2021,45 998 km,10,21 830 €
ALFA ROMEO STELVIO,2.2 DIESEL 210 Q4 VELOCE AT8,2022,4 725 km,27,60 880 €
MERCEDES CLASSE A 4,IV 220 D AMG LINE 7G-DCT,2020,32 187 km,14,41 730 €
DS DS 5,(2) 2.0 BLUEHDI 180 S&S BUSINESS EAT6,2016,112 266 km,17,21 470 €
RENAULT SCENIC 4,IV 1.6 DCI 130 ENERGY INTENS,2017,55 511 km,77,20 520 €
MINI MINI CABRIOLET,F57  COOPER 136CH EDITION GREENWICH BVA7 EURO6D-T,2019,17 839 km,16,35 940 €
RENAULT MEGANE 4,IV 1.3 TCE 140 FAP SL LIMITED,2019,51 477 km,27,17 470 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2019,19 802 km,82,24 820 €
CITROEN C3 (2E GENERATION),II (2) 1.6 BLUEHDI 75 S&S 79G CONFORT BUSINESS,2014,166 031 km,14,9 460 €
CITROEN C-ZERO,C-ZERO CONFORT 14.5KWH B,2019,12 244 km,84,14 410 €
RENAULT MEGANE 4,IV 1.6 DCI 165 ENERGY GT EDC,2017,92 076 km,31,24 380 €
VOLVO XC60 (2E GENERATION),II D4 190 ADBLUE INSCRIPTION LUXE GEARTRONIC 8,2020,99 669 km,06,39 850 €
FORD FOCUS 3,III (2) 1.0 ECOBOOST 125 S&S ST LINE 5P,2020,95 982 km,62,18 580 €
MERCEDES CLASSE M 2,II ML 320 CDI SPORT 7G-TRONIC,2005,312 228 km,74,10 600 €
SKODA FABIA 3,III 1.0 TSI 95 DRIVE,2018,60 450 km,76,14 980 €
LEXUS UX,250H F-SPORT MY20 2WD,2021,10 682 km,75,42 400 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S FEEL BUSINESS,2019,61 604 km,27,15 450 €
RENAULT TALISMAN,1.6 DCI 160 ENERGY INTENS EDC,2016,96 961 km,69,18 540 €
VOLKSWAGEN TIGUAN 2 ALLSPACE,2.0 TDI 150 CARAT DSG7,2022,13 519 km,64,46 620 €
LAND ROVER RANGE ROVER SPORT 2,II 3.0 SDV6 306 HSE DYNAMIC AUTO,2016,82 403 km,38,70 660 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2019,23 602 km,13,27 120 €
MERCEDES CLASSE B 2,II (2) 200 D FASCINATION 7G-DCT,2019,66 900 km,76,26 390 €
BMW SERIE 5 F10,(F10) 525D 218 EXCLUSIVE BVA8,2011,126 092 km,51,19 410 €
PEUGEOT 308 (2E GENERATION),II 1.6 BLUEHDI 100 S&S ACTIVE BUSINESS,2018,83 322 km,35,15 140 €
MERCEDES GLE COUPE,350 D FASCINATION 4MATIC,2016,109 760 km,78,58 110 €
AUDI Q2,35 TFSI 150 COD SPORT S TRONIC,2020,62 058 km,31,31 300 €
AUDI Q5 (2E GENERATION),II 2.0 TDI 190 S LINE QUATTRO S TRONIC 7,2019,93 581 km,31,43 680 €
NISSAN QASHQAI 2,II 1.3 DIG-T 140 N-CONNECTA,2022,12 km,33,39 760 €
MINI MINI 3 5P,III 1.5 ONE 102 EDITION HEDDON STREET DCT7,2020,11 926 km,92,30 450 €
CITROEN C4 SPACETOURER,1.6 BLUEHDI 120 S&S SHINE EAT6,2017,56 131 km,34,25 400 €
CUPRA FORMENTOR,1.5 TSI 150 DSG7,2020,5 362 km,33,44 880 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2020,5 067 km,13,18 550 €
MINI MINI 2 3P,II 1.6 D 110 COOPER 50 MAYFAIR,2009,156 922 km,14,11 280 €
MINI MINI 3 3P,III 1.5 COOPER 136 EDITION HEDDON STREET,2017,39 122 km,31,25 610 €
AUDI TT 3,III COUPE 2.0 TFSI 230 S LINE QUATTRO S TRONIC,2016,51 834 km,27,39 940 €
MINI MINI CABRIOLET,F57  COOPER D 116CH RED HOT CHILI 108G,2018,27 405 km,31,28 240 €
AUDI Q5 (2E GENERATION),II 50 TDI 286 S LINE QUATTRO TIPTRONIC 8,2019,40 310 km,31,73 760 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 8G-DCT,2020,12 828 km,28,35 530 €
MERCEDES CLASSE A 3 AMG,III 45 AMG 4MATIC,2014,71 326 km,06,32 590 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE,2019,7 475 km,94,32 240 €
PORSCHE CAYMAN 2 TYPE 981,(981) (2) 3.4 S PDK,2012,76 250 km,69,77 980 €
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,2017,49 450 km,34,27 250 €
FIAT DUCATO 3,III (2) 2.3 CHASSIS CABINE 3.5 L H3-POWER 140 BUSINESS,2023,11 km,34,44 780 €
FERRARI CALIFORNIA T,3.9 V8 T 560,2014,38 122 km,69,161 470 €
DS DS 3 CROSSBACK,1.2 PURETECH 130 GRAND CHIC AUTOMATIQUE,2018,43 325 km,40,26 480 €
OPEL MOKKA 2,II 1.2 TURBO 130 GS LINE AUTO,2022,11 km,34,29 360 €
CITROEN E-C4 (3E GENERATION),III E 136 (100 KW) SHINE AUTO,2020,7 957 km,91,37 680 €
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2022,4 962 km,17,20 440 €
KIA CEED 3,III 1.6 CRDI 136 ISG MHEV ACTIVE DCT7,2020,1 650 km,71,27 000 €
DODGE DURANGO,5.7 V8 360 RT SUPERTRACK,2022,23 km,67,105 180 €
MINI MINI 3 3P,III 2.0 170 COOPER SD FINITION RED HOT CHILI 3P BVA6,2018,135 496 km,01,23 580 €
MINI MINI 3 5P,III 1.5 COOPER D 116 EDITION HEDDON STREET DCT7,2020,93 221 km,38,25 490 €
PEUGEOT 308 (2E GENERATION) AFFAIRE,II (2) AFFAIRE 1.6 BLUEHDI 120 S&S PREMIUM PACK,2016,75 442 km,68,13 540 €
DS DS 7 CROSSBACK,1.5 BLUEHDI 130 7CV CHIC AUTOMATIQUE,2021,27 970 km,14,39 360 €
CITROEN BERLINGO 2,II (2) 1.6 HDI 90 21 L2 CONFORT 3PL,2016,120 012 km,21,15 780 €
BMW X5 F15,(F15) XDRIVE30D 258 XLINE BVA8,2015,178 004 km,51,27 800 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV ALLURE PACK EAT8,2020,7 140 km,82,38 800 €
MERCEDES CLASSE B 2,II (2) 200 D SPORT EDITION 7G-DCT,2016,97 041 km,27,27 880 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2022,17 014 km,31,19 980 €
OPEL GRANDLAND X,1.6 HYBRID4 300 4WD ULTIMATE AUTOMATIQUE,2021,16 230 km,77,43 620 €
AUDI Q2,2.0 TDI 190 S LINE QUATTRO S TRONIC,2017,117 105 km,76,35 620 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S FEEL BV6,2018,77 408 km,40,18 580 €
BMW SERIE 5 F10,(F10) 520I 184 SPORT DESIGN,2014,77 224 km,06,23 650 €
DS DS 3,(2) 1.2 PURETECH 110 S&S SO CHIC,2014,135 632 km,78,11 580 €
PEUGEOT 208,(2) 1.2 PURETECH 68 LIKE 5P,2020,47 641 km,91,11 740 €
OPEL MOKKA 2,II MOTEUR ELECTRIQUE 136 ELEGANCE,2022,2 968 km,26,43 990 €
MINI MINI 2 CLUBMAN,II CLUBMAN 1.6 175 COOPER S BV6,2007,135 774 km,28,10 580 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 118IA M SPORT ULTIMATE 5P,2020,44 346 km,75,27 980 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 ECO PACK LOUNGE,2019,52 167 km,38,10 670 €
VOLKSWAGEN T-ROC,2.0 TDI 150 CARAT DSG7,2022,14 km,17,41 280 €
DS DS 3,(2) 1.6 THP 165 SPORT CHIC BV6,2015,83 549 km,69,15 570 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S 4CV FEEL 5P,2020,12 km,13,13 550 €
MERCEDES CLASSE A 4,IV 180 STYLE LINE 7G-DCT,2018,9 751 km,33,31 560 €
AUDI S3 (3E GENERATION) CABRIOLET,III (2) 2.0 TFSI 300 S TRONIC 7 QUATTRO,2018,27 591 km,31,65 430 €
OPEL GRANDLAND X,1.5 DIESEL 130 DESIGN LINE,2018,78 624 km,77,25 180 €
PORSCHE 911 TYPE 997,(997) 3.8 355 CARRERA 4S,2006,110 445 km,29,72 030 €
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.5 DCI 115 BLUE BUSINESS EDC,2019,21 512 km,35,21 260 €
MINI MINI 3 5P,III 1.5 COOPER 136 EDITION HEDDON STREET DCT7,2017,29 103 km,92,25 170 €
BMW SERIE 5 G30,(G30) 520DA 190 EFFICIENT DYNAMICS M SPORT,2020,53 239 km,31,38 860 €
RENAULT MEGANE 4,IV 1.5 DCI 110 ENERGY BUSINESS,2019,85 282 km,31,13 480 €
BMW SERIE 3 F31 TOURING,(F31) TOURING 316D 116 LOUNGE,2015,67 594 km,14,17 500 €
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 30 TFSI MHEV 110 S TRONIC,2022,16 188 km,69,35 320 €
VOLVO V60 (2E GENERATION) CROSS COUNTRY,II B4 AWD 197 CROSS COUNTRY PRO GEARTRONIC 8,2019,16 848 km,95,58 380 €
DS DS 3 CROSSBACK,1.5 BLUEHDI 130 7CV PERFORMANCE LINE + AUTOMATIQUE,2022,2 749 km,13,37 360 €
BMW SERIE 2 F44 GRAN COUPE,(F44) GRAN COUPE M235I XDRIVE 306 BVA8,2019,5 450 km,06,59 840 €
CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 S&S FEEL,2020,16 302 km,84,32 920 €
RENAULT ARKANA,1.6 E-TECH 145 INTENS 21B,2022,2 700 km,27,34 540 €
FIAT 500 X,1.4 MULTIAIR 140 CROSS 4X2 DCT,2016,62 446 km,11,18 680 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S SHINE EAT8,2020,41 663 km,13,27 810 €
BMW I3,(2) 120 AH 184 ATELIER BVA,2019,15 401 km,92,40 990 €
AUDI Q3 (2E GENERATION),II 45 TFSI E 245 DESIGN S TRONIC,2020,5 250 km,64,50 920 €
BMW Z4 E85,3.0I,2004,116 144 km,31,30 370 €
TOYOTA AYGO 2,II 1.0 VVT-I 4CV X-PLAY 3P,2016,68 077 km,10,9 260 €
PEUGEOT 3008,(2) 1.2 PURETECH 130 S&S ALLURE,2015,69 020 km,34,17 250 €
BMW X1 F48,(F48) XDRIVE20D XLINE BVA8,2019,53 345 km,92,44 360 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK BV6,2022,12 138 km,31,27 580 €
MERCEDES CLASSE B 3,III 250 E AMG LINE EDITION 8G-DCT,2019,18 480 km,38,46 920 €
MINI MINI 3 CLUBMAN,III (2) CLUBMAN 2.0 COOPER S 178 CANONBURY BVA7,2020,48 356 km,16,38 110 €
MERCEDES CLASSE A 4,IV 180 AMG LINE 7G-DCT,2022,22 902 km,78,39 830 €
PEUGEOT 308 (2E GENERATION),II (2) 1.6 BLUEHDI 120 S&S GT LINE,2017,95 044 km,11,19 420 €
VOLKSWAGEN GOLF 7,VII 1.4 TSI ACT 150 BLUEMOTION TECHNOLOGY CARAT DSG7 5P,2014,110 533 km,30,18 740 €
BMW SERIE 2 F23 CABRIOLET,(F23) CABRIOLET 218D 150 LUXURY,2019,51 214 km,95,35 320 €
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S SHINE,2018,27 891 km,77,18 720 €
RENAULT GRAND SCENIC 4,IV 1.3 TCE 140 FAP BUSINESS INTENS,2020,96 156 km,77,21 830 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S FEEL,2018,208 110 km,31,10 510 €
VOLKSWAGEN TOURAN 3,III 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG6 7PL,2016,104 162 km,35,24 510 €
FORD FIESTA 6,VI 1.0 ECOBOOST 95 S&S ST-LINE 5P,2019,46 973 km,45,14 310 €
AUDI A3 (3E GENERATION) SPORTBACK,III SPORTBACK 2.0 TDI 150 7CV AMBITION LUXE,2017,21 238 km,69,27 910 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 ALLURE BV6,2021,26 516 km,72,31 230 €
OPEL CORSA 5,V 1.4 90 EDITION 5P,2020,9 198 km,27,14 980 €
OPEL CORSA 5,V 1.4 90 DESIGN 120 ANS 5P,2018,11 391 km,45,14 870 €
JEEP GLADIATOR,RUBICON CREW CAB V6 3.6,2022,21 km,67,84 690 €
RENAULT KANGOO 2 EXPRESS,II (2) CONFORT BLUE DCI 80 5CV,2019,9 294 km,24,14 860 €
DS DS 3 CABRIOLET,(2) CABRIOLET 1.2 PURETECH 130 S&S SO CHIC BV6,2016,77 873 km,47,20 280 €
CITROEN C3 (2E GENERATION),II (2) 1.2 PURETECH 82 EXCLUSIVE,2014,47 780 km,16,11 080 €
